target_id,obs_id,source_dataset,source_group_id,area,date,reference_time,timestamp_source,role,selection_rank,granule_name,acquisition_start,delta_h,scene_coverage_ratio,coverage_set_ratio,coverage_complete,download_group_key,aoi_buffer_km
marida_16QED_2018-03-08:after:01,marida_16QED_2018-03-08,MARIDA,16QED/2018-03-08,16QED,2018-03-08,2018-03-08T12:00:00Z,nominal_date_noon,after,1,S1A_IW_SLC__1SDV_20180310T113706_20180310T113736_020952_023F65_5F7F.SAFE,2018-03-10T11:37:06Z,47.618,1.0,1.0,True,S1A_IW_SLC__1SDV_20180310T113706_20180310T113736_020952_023F65_5F7F,30.0
marida_16PEC_2017-10-09:before:01,marida_16PEC_2017-10-09,MARIDA,16PEC/2017-10-09,16PEC,2017-10-09,2017-10-09T12:00:00Z,nominal_date_noon,before,1,S1A_IW_SLC__1SDV_20171007T234946_20171007T235021_018714_01F936_A210.SAFE,2017-10-07T23:49:46Z,-36.171,0.199548,0.199548,False,S1A_IW_SLC__1SDV_20171007T234946_20171007T235021_018714_01F936_A210,30.0
nasa_planetscope_20160928_153233_0e16:after:01,nasa_planetscope_20160928_153233_0e16,NASA_PlanetScope,20160928_153233_0e16,NASA Marine Debris,2016-09-28,2016-09-28T15:32:33Z,filename_exact,after,1,S1A_IW_SLC__1SDV_20160929T000616_20160929T000643_013260_0151DE_00AE.SAFE,2016-09-29T00:06:16Z,8.562,0.020851,0.022074,False,S1A_IW_SLC__1SDV_20160929T000616_20160929T000643_013260_0151DE_00AE,30.0
nasa_planetscope_20160928_153233_0e16:after:02,nasa_planetscope_20160928_153233_0e16,NASA_PlanetScope,20160928_153233_0e16,NASA Marine Debris,2016-09-28,2016-09-28T15:32:33Z,filename_exact,after,2,S1A_IW_SLC__1SDV_20160929T000550_20160929T000618_013260_0151DE_0D5E.SAFE,2016-09-29T00:05:50Z,8.555,0.003738,0.022074,False,S1A_IW_SLC__1SDV_20160929T000550_20160929T000618_013260_0151DE_0D5E,30.0
nasa_planetscope_20161008_153104_0e3a:before:01,nasa_planetscope_20161008_153104_0e3a,NASA_PlanetScope,20161008_153104_0e3a,NASA Marine Debris,2016-10-08,2016-10-08T15:31:04Z,filename_exact,before,1,S1A_IW_SLC__1SDV_20161005T235752_20161005T235819_013362_015506_6040.SAFE,2016-10-05T23:57:52Z,-63.553,1.0,1.0,True,S1A_IW_SLC__1SDV_20161005T235752_20161005T235819_013362_015506_6040,30.0
nasa_planetscope_20161008_153105_0e3a:before:01,nasa_planetscope_20161008_153105_0e3a,NASA_PlanetScope,20161008_153105_0e3a,NASA Marine Debris,2016-10-08,2016-10-08T15:31:05Z,filename_exact,before,1,S1A_IW_SLC__1SDV_20161005T235752_20161005T235819_013362_015506_6040.SAFE,2016-10-05T23:57:52Z,-63.554,1.0,1.0,True,S1A_IW_SLC__1SDV_20161005T235752_20161005T235819_013362_015506_6040,30.0
nasa_planetscope_20170227_203307_0c37:before:01,nasa_planetscope_20170227_203307_0c37,NASA_PlanetScope,20170227_203307_0c37,NASA Marine Debris,2017-02-27,2017-02-27T20:33:07Z,filename_exact,before,1,S1A_IW_SLC__1SDV_20170226T235808_20170226T235835_015462_019635_27A8.SAFE,2017-02-26T23:58:08Z,-20.583,1.0,1.0,True,S1A_IW_SLC__1SDV_20170226T235808_20170226T235835_015462_019635_27A8,30.0
nasa_planetscope_20170227_203600_1:before:01,nasa_planetscope_20170227_203600_1,NASA_PlanetScope,20170227_203600_1,NASA Marine Debris,2017-02-27,2017-02-27T20:36:00Z,filename_exact,before,1,S1A_IW_SLC__1SDV_20170226T235743_20170226T235810_015462_019635_9564.SAFE,2017-02-26T23:57:43Z,-20.638,0.954353,1.0,True,S1A_IW_SLC__1SDV_20170226T235743_20170226T235810_015462_019635_9564,30.0
nasa_planetscope_20170227_203600_1:before:02,nasa_planetscope_20170227_203600_1,NASA_PlanetScope,20170227_203600_1,NASA Marine Debris,2017-02-27,2017-02-27T20:36:00Z,filename_exact,before,2,S1A_IW_SLC__1SDV_20170226T235808_20170226T235835_015462_019635_27A8.SAFE,2017-02-26T23:58:08Z,-20.631,0.280188,1.0,True,S1A_IW_SLC__1SDV_20170226T235808_20170226T235835_015462_019635_27A8,30.0
nasa_planetscope_20170227_203601_0c46:before:01,nasa_planetscope_20170227_203601_0c46,NASA_PlanetScope,20170227_203601_0c46,NASA Marine Debris,2017-02-27,2017-02-27T20:36:01Z,filename_exact,before,1,S1A_IW_SLC__1SDV_20170226T235743_20170226T235810_015462_019635_9564.SAFE,2017-02-26T23:57:43Z,-20.638,0.966811,1.0,True,S1A_IW_SLC__1SDV_20170226T235743_20170226T235810_015462_019635_9564,30.0
nasa_planetscope_20170227_203601_0c46:before:02,nasa_planetscope_20170227_203601_0c46,NASA_PlanetScope,20170227_203601_0c46,NASA Marine Debris,2017-02-27,2017-02-27T20:36:01Z,filename_exact,before,2,S1A_IW_SLC__1SDV_20170226T235808_20170226T235835_015462_019635_27A8.SAFE,2017-02-26T23:58:08Z,-20.631,0.260997,1.0,True,S1A_IW_SLC__1SDV_20170226T235808_20170226T235835_015462_019635_27A8,30.0
nasa_planetscope_20170322_153132_0e0f:before:01,nasa_planetscope_20170322_153132_0e0f,NASA_PlanetScope,20170322_153132_0e0f,NASA Marine Debris,2017-03-22,2017-03-22T15:31:32Z,filename_exact,before,1,S1A_IW_SLC__1SDV_20170322T112901_20170322T112931_015804_01A07E_E746.SAFE,2017-03-22T11:29:01Z,-4.042,0.037271,0.037271,False,S1A_IW_SLC__1SDV_20170322T112901_20170322T112931_015804_01A07E_E746,30.0
nasa_planetscope_20170322_153132_0e0f:after:01,nasa_planetscope_20170322_153132_0e0f,NASA_PlanetScope,20170322_153132_0e0f,NASA Marine Debris,2017-03-22,2017-03-22T15:31:32Z,filename_exact,after,1,S1A_IW_SLC__1SDV_20170322T235743_20170322T235810_015812_01A0B5_A3A0.SAFE,2017-03-22T23:57:43Z,8.436,0.61381,0.642684,False,S1A_IW_SLC__1SDV_20170322T235743_20170322T235810_015812_01A0B5_A3A0,30.0
nasa_planetscope_20170322_153132_0e0f:after:02,nasa_planetscope_20170322_153132_0e0f,NASA_PlanetScope,20170322_153132_0e0f,NASA Marine Debris,2017-03-22,2017-03-22T15:31:32Z,filename_exact,after,2,S1A_IW_SLC__1SDV_20170322T235808_20170322T235835_015812_01A0B5_AFA5.SAFE,2017-03-22T23:58:08Z,8.443,0.158383,0.642684,False,S1A_IW_SLC__1SDV_20170322T235808_20170322T235835_015812_01A0B5_AFA5,30.0
nasa_planetscope_20170323_152750_0e20:before:01,nasa_planetscope_20170323_152750_0e20,NASA_PlanetScope,20170323_152750_0e20,NASA Marine Debris,2017-03-23,2017-03-23T15:27:50Z,filename_exact,before,1,S1A_IW_SLC__1SDV_20170322T112901_20170322T112931_015804_01A07E_E746.SAFE,2017-03-22T11:29:01Z,-27.98,1.0,1.0,True,S1A_IW_SLC__1SDV_20170322T112901_20170322T112931_015804_01A07E_E746,30.0
nasa_planetscope_20170326_153233_0e26:after:01,nasa_planetscope_20170326_153233_0e26,NASA_PlanetScope,20170326_153233_0e26,NASA Marine Debris,2017-03-26,2017-03-26T15:32:33Z,filename_exact,after,1,S1A_IW_SLC__1SDV_20170327T113700_20170327T113730_015877_01A2B2_6471.SAFE,2017-03-27T11:37:00Z,20.074,1.0,1.0,True,S1A_IW_SLC__1SDV_20170327T113700_20170327T113730_015877_01A2B2_6471,30.0
nasa_planetscope_20170326_153234_0e26:after:01,nasa_planetscope_20170326_153234_0e26,NASA_PlanetScope,20170326_153234_0e26,NASA Marine Debris,2017-03-26,2017-03-26T15:32:34Z,filename_exact,after,1,S1A_IW_SLC__1SDV_20170327T113700_20170327T113730_015877_01A2B2_6471.SAFE,2017-03-27T11:37:00Z,20.074,1.0,1.0,True,S1A_IW_SLC__1SDV_20170327T113700_20170327T113730_015877_01A2B2_6471,30.0
nasa_planetscope_20170326_153239_0e26:after:01,nasa_planetscope_20170326_153239_0e26,NASA_PlanetScope,20170326_153239_0e26,NASA Marine Debris,2017-03-26,2017-03-26T15:32:39Z,filename_exact,after,1,S1A_IW_SLC__1SDV_20170327T113700_20170327T113730_015877_01A2B2_6471.SAFE,2017-03-27T11:37:00Z,20.073,1.0,1.0,True,S1A_IW_SLC__1SDV_20170327T113700_20170327T113730_015877_01A2B2_6471,30.0
nasa_planetscope_20170326_154021_0e2f:after:01,nasa_planetscope_20170326_154021_0e2f,NASA_PlanetScope,20170326_154021_0e2f,NASA Marine Debris,2017-03-26,2017-03-26T15:40:21Z,filename_exact,after,1,S1A_IW_SLC__1SDV_20170328T000610_20170328T000637_015885_01A2ED_8A98.SAFE,2017-03-28T00:06:10Z,32.43,0.437707,0.437707,False,S1A_IW_SLC__1SDV_20170328T000610_20170328T000637_015885_01A2ED_8A98,30.0
nasa_planetscope_20170826_154046_100c:before:01,nasa_planetscope_20170826_154046_100c,NASA_PlanetScope,20170826_154046_100c,NASA Marine Debris,2017-08-26,2017-08-26T15:40:46Z,filename_exact,before,1,S1A_IW_SLC__1SDV_20170825T235751_20170825T235818_018087_01E5F9_D3CA.SAFE,2017-08-25T23:57:51Z,-15.715,0.22789,1.0,True,S1A_IW_SLC__1SDV_20170825T235751_20170825T235818_018087_01E5F9_D3CA,30.0
nasa_planetscope_20170826_154046_100c:before:02,nasa_planetscope_20170826_154046_100c,NASA_PlanetScope,20170826_154046_100c,NASA Marine Debris,2017-08-26,2017-08-26T15:40:46Z,filename_exact,before,2,S1A_IW_SLC__1SDV_20170825T235816_20170825T235843_018087_01E5F9_252D.SAFE,2017-08-25T23:58:16Z,-15.708,0.98067,1.0,True,S1A_IW_SLC__1SDV_20170825T235816_20170825T235843_018087_01E5F9_252D,30.0
nasa_planetscope_20170826_154047_100c:before:01,nasa_planetscope_20170826_154047_100c,NASA_PlanetScope,20170826_154047_100c,NASA Marine Debris,2017-08-26,2017-08-26T15:40:47Z,filename_exact,before,1,S1A_IW_SLC__1SDV_20170825T235751_20170825T235818_018087_01E5F9_D3CA.SAFE,2017-08-25T23:57:51Z,-15.716,0.255078,1.0,True,S1A_IW_SLC__1SDV_20170825T235751_20170825T235818_018087_01E5F9_D3CA,30.0
nasa_planetscope_20170826_154047_100c:before:02,nasa_planetscope_20170826_154047_100c,NASA_PlanetScope,20170826_154047_100c,NASA Marine Debris,2017-08-26,2017-08-26T15:40:47Z,filename_exact,before,2,S1A_IW_SLC__1SDV_20170825T235816_20170825T235843_018087_01E5F9_252D.SAFE,2017-08-25T23:58:16Z,-15.709,0.969178,1.0,True,S1A_IW_SLC__1SDV_20170825T235816_20170825T235843_018087_01E5F9_252D,30.0
nasa_planetscope_20170927_154610_0e14:after:01,nasa_planetscope_20170927_154610_0e14,NASA_PlanetScope,20170927_154610_0e14,NASA Marine Debris,2017-09-27,2017-09-27T15:46:10Z,filename_exact,after,1,S1A_IW_SLC__1SDV_20170928T114527_20170928T114554_018575_01F501_6D3A.SAFE,2017-09-28T11:45:27Z,19.988,1.0,1.0,True,S1A_IW_SLC__1SDV_20170928T114527_20170928T114554_018575_01F501_6D3A,30.0
nasa_planetscope_20170927_154611_0e14:after:01,nasa_planetscope_20170927_154611_0e14,NASA_PlanetScope,20170927_154611_0e14,NASA Marine Debris,2017-09-27,2017-09-27T15:46:11Z,filename_exact,after,1,S1A_IW_SLC__1SDV_20170928T114527_20170928T114554_018575_01F501_6D3A.SAFE,2017-09-28T11:45:27Z,19.988,1.0,1.0,True,S1A_IW_SLC__1SDV_20170928T114527_20170928T114554_018575_01F501_6D3A,30.0
nasa_planetscope_20171007_161314_1:before:01,nasa_planetscope_20171007_161314_1,NASA_PlanetScope,20171007_161314_1,NASA Marine Debris,2017-10-07,2017-10-07T16:13:14Z,filename_exact,before,1,S1A_IW_SLC__1SDV_20171006T000619_20171006T000646_018685_01F859_198B.SAFE,2017-10-06T00:06:19Z,-40.115,0.456913,0.456913,False,S1A_IW_SLC__1SDV_20171006T000619_20171006T000646_018685_01F859_198B,30.0
nasa_planetscope_20171007_161314_1:after:01,nasa_planetscope_20171007_161314_1,NASA_PlanetScope,20171007_161314_1,NASA Marine Debris,2017-10-07,2017-10-07T16:13:14Z,filename_exact,after,1,S1A_IW_SLC__1SDV_20171010T114528_20171010T114555_018750_01FA56_DC8A.SAFE,2017-10-10T11:45:28Z,67.537,1.0,1.0,True,S1A_IW_SLC__1SDV_20171010T114528_20171010T114555_018750_01FA56_DC8A,30.0
nasa_planetscope_20171007_161315_0c65:before:01,nasa_planetscope_20171007_161315_0c65,NASA_PlanetScope,20171007_161315_0c65,NASA Marine Debris,2017-10-07,2017-10-07T16:13:15Z,filename_exact,before,1,S1A_IW_SLC__1SDV_20171006T000619_20171006T000646_018685_01F859_198B.SAFE,2017-10-06T00:06:19Z,-40.116,0.388247,0.388247,False,S1A_IW_SLC__1SDV_20171006T000619_20171006T000646_018685_01F859_198B,30.0
nasa_planetscope_20171007_161315_0c65:after:01,nasa_planetscope_20171007_161315_0c65,NASA_PlanetScope,20171007_161315_0c65,NASA Marine Debris,2017-10-07,2017-10-07T16:13:15Z,filename_exact,after,1,S1A_IW_SLC__1SDV_20171010T114528_20171010T114555_018750_01FA56_DC8A.SAFE,2017-10-10T11:45:28Z,67.537,1.0,1.0,True,S1A_IW_SLC__1SDV_20171010T114528_20171010T114555_018750_01FA56_DC8A,30.0
nasa_planetscope_20171015_153720_100c:before:01,nasa_planetscope_20171015_153720_100c,NASA_PlanetScope,20171015_153720_100c,NASA Marine Debris,2017-10-15,2017-10-15T15:37:20Z,filename_exact,before,1,S1A_IW_SLC__1SDV_20171012T235753_20171012T235820_018787_01FB66_F901.SAFE,2017-10-12T23:57:53Z,-63.657,0.897979,1.0,True,S1A_IW_SLC__1SDV_20171012T235753_20171012T235820_018787_01FB66_F901,30.0
nasa_planetscope_20171015_153720_100c:before:02,nasa_planetscope_20171015_153720_100c,NASA_PlanetScope,20171015_153720_100c,NASA Marine Debris,2017-10-15,2017-10-15T15:37:20Z,filename_exact,before,2,S1A_IW_SLC__1SDV_20171012T235817_20171012T235844_018787_01FB66_2AB4.SAFE,2017-10-12T23:58:17Z,-63.651,0.352192,1.0,True,S1A_IW_SLC__1SDV_20171012T235817_20171012T235844_018787_01FB66_2AB4,30.0
nasa_planetscope_20171015_153720_100c:after:01,nasa_planetscope_20171015_153720_100c,NASA_PlanetScope,20171015_153720_100c,NASA Marine Debris,2017-10-15,2017-10-15T15:37:20Z,filename_exact,after,1,S1A_IW_SLC__1SDV_20171017T113709_20171017T113739_018852_01FD74_F01C.SAFE,2017-10-17T11:37:09Z,43.997,1.0,1.0,True,S1A_IW_SLC__1SDV_20171017T113709_20171017T113739_018852_01FD74_F01C,30.0
nasa_planetscope_20180107_153415_1032:after:01,nasa_planetscope_20180107_153415_1032,NASA_PlanetScope,20180107_153415_1032,NASA Marine Debris,2018-01-07,2018-01-07T15:34:15Z,filename_exact,after,1,S1A_IW_SLC__1SDV_20180109T113707_20180109T113737_020077_022393_21E9.SAFE,2018-01-09T11:37:07Z,44.048,0.526551,0.526551,False,S1A_IW_SLC__1SDV_20180109T113707_20180109T113737_020077_022393_21E9,30.0
nasa_planetscope_20180224_153958_0f1b:before:01,nasa_planetscope_20180224_153958_0f1b,NASA_PlanetScope,20180224_153958_0f1b,NASA Marine Debris,2018-02-24,2018-02-24T15:39:58Z,filename_exact,before,1,S1A_IW_SLC__1SDV_20180221T235814_20180221T235841_020712_0237C2_DAE6.SAFE,2018-02-21T23:58:14Z,-63.696,0.789617,0.791065,False,S1A_IW_SLC__1SDV_20180221T235814_20180221T235841_020712_0237C2_DAE6,30.0
nasa_planetscope_20180224_153958_0f1b:before:02,nasa_planetscope_20180224_153958_0f1b,NASA_PlanetScope,20180224_153958_0f1b,NASA Marine Debris,2018-02-24,2018-02-24T15:39:58Z,filename_exact,before,2,S1A_IW_SLC__1SDV_20180221T235749_20180221T235816_020712_0237C2_EF82.SAFE,2018-02-21T23:57:49Z,-63.703,0.097999,0.791065,False,S1A_IW_SLC__1SDV_20180221T235749_20180221T235816_020712_0237C2_EF82,30.0
nasa_planetscope_20180224_153958_0f1b:after:01,nasa_planetscope_20180224_153958_0f1b,NASA_PlanetScope,20180224_153958_0f1b,NASA Marine Debris,2018-02-24,2018-02-24T15:39:58Z,filename_exact,after,1,S1A_IW_SLC__1SDV_20180226T113706_20180226T113736_020777_0239E5_1314.SAFE,2018-02-26T11:37:06Z,43.952,1.0,1.0,True,S1A_IW_SLC__1SDV_20180226T113706_20180226T113736_020777_0239E5_1314,30.0
nasa_planetscope_20180224_153959_0f1b:before:01,nasa_planetscope_20180224_153959_0f1b,NASA_PlanetScope,20180224_153959_0f1b,NASA Marine Debris,2018-02-24,2018-02-24T15:39:59Z,filename_exact,before,1,S1A_IW_SLC__1SDV_20180221T235814_20180221T235841_020712_0237C2_DAE6.SAFE,2018-02-21T23:58:14Z,-63.696,0.844302,0.845925,False,S1A_IW_SLC__1SDV_20180221T235814_20180221T235841_020712_0237C2_DAE6,30.0
nasa_planetscope_20180224_153959_0f1b:before:02,nasa_planetscope_20180224_153959_0f1b,NASA_PlanetScope,20180224_153959_0f1b,NASA Marine Debris,2018-02-24,2018-02-24T15:39:59Z,filename_exact,before,2,S1A_IW_SLC__1SDV_20180221T235749_20180221T235816_020712_0237C2_EF82.SAFE,2018-02-21T23:57:49Z,-63.703,0.138514,0.845925,False,S1A_IW_SLC__1SDV_20180221T235749_20180221T235816_020712_0237C2_EF82,30.0
nasa_planetscope_20180224_153959_0f1b:after:01,nasa_planetscope_20180224_153959_0f1b,NASA_PlanetScope,20180224_153959_0f1b,NASA Marine Debris,2018-02-24,2018-02-24T15:39:59Z,filename_exact,after,1,S1A_IW_SLC__1SDV_20180226T113706_20180226T113736_020777_0239E5_1314.SAFE,2018-02-26T11:37:06Z,43.952,1.0,1.0,True,S1A_IW_SLC__1SDV_20180226T113706_20180226T113736_020777_0239E5_1314,30.0
nasa_planetscope_20180224_162902_0f2b:before:01,nasa_planetscope_20180224_162902_0f2b,NASA_PlanetScope,20180224_162902_0f2b,NASA Marine Debris,2018-02-24,2018-02-24T16:29:02Z,filename_exact,before,1,S1A_IW_SLC__1SDV_20180221T235814_20180221T235841_020712_0237C2_DAE6.SAFE,2018-02-21T23:58:14Z,-64.513,0.300926,0.321023,False,S1A_IW_SLC__1SDV_20180221T235814_20180221T235841_020712_0237C2_DAE6,30.0
nasa_planetscope_20180224_162902_0f2b:before:02,nasa_planetscope_20180224_162902_0f2b,NASA_PlanetScope,20180224_162902_0f2b,NASA Marine Debris,2018-02-24,2018-02-24T16:29:02Z,filename_exact,before,2,S1A_IW_SLC__1SDV_20180221T235749_20180221T235816_020712_0237C2_EF82.SAFE,2018-02-21T23:57:49Z,-64.52,0.099024,0.321023,False,S1A_IW_SLC__1SDV_20180221T235749_20180221T235816_020712_0237C2_EF82,30.0
nasa_planetscope_20180224_162902_0f2b:after:01,nasa_planetscope_20180224_162902_0f2b,NASA_PlanetScope,20180224_162902_0f2b,NASA Marine Debris,2018-02-24,2018-02-24T16:29:02Z,filename_exact,after,1,S1A_IW_SLC__1SDV_20180226T113706_20180226T113736_020777_0239E5_1314.SAFE,2018-02-26T11:37:06Z,43.134,1.0,1.0,True,S1A_IW_SLC__1SDV_20180226T113706_20180226T113736_020777_0239E5_1314,30.0
nasa_planetscope_20180313_154258_1008:before:01,nasa_planetscope_20180313_154258_1008,NASA_PlanetScope,20180313_154258_1008,NASA Marine Debris,2018-03-13,2018-03-13T15:42:58Z,filename_exact,before,1,S1A_IW_SLC__1SDV_20180312T234943_20180312T235018_020989_02408E_55BA.SAFE,2018-03-12T23:49:43Z,-15.887,0.119582,0.119582,False,S1A_IW_SLC__1SDV_20180312T234943_20180312T235018_020989_02408E_55BA,30.0
nasa_planetscope_20180313_154259_1008:before:01,nasa_planetscope_20180313_154259_1008,NASA_PlanetScope,20180313_154259_1008,NASA Marine Debris,2018-03-13,2018-03-13T15:42:59Z,filename_exact,before,1,S1A_IW_SLC__1SDV_20180312T234943_20180312T235018_020989_02408E_55BA.SAFE,2018-03-12T23:49:43Z,-15.888,0.102069,0.102069,False,S1A_IW_SLC__1SDV_20180312T234943_20180312T235018_020989_02408E_55BA,30.0
nasa_planetscope_20180313_154300_1008:before:01,nasa_planetscope_20180313_154300_1008,NASA_PlanetScope,20180313_154300_1008,NASA Marine Debris,2018-03-13,2018-03-13T15:43:00Z,filename_exact,before,1,S1A_IW_SLC__1SDV_20180312T234943_20180312T235018_020989_02408E_55BA.SAFE,2018-03-12T23:49:43Z,-15.888,0.040221,0.040221,False,S1A_IW_SLC__1SDV_20180312T234943_20180312T235018_020989_02408E_55BA,30.0
nasa_planetscope_20180607_082852_1012:before:01,nasa_planetscope_20180607_082852_1012,NASA_PlanetScope,20180607_082852_1012,NASA Marine Debris,2018-06-07,2018-06-07T08:28:52Z,filename_exact,before,1,S1B_IW_SLC__1SDV_20180606T161440_20180606T161507_011255_014A7F_B0DC.SAFE,2018-06-06T16:14:40Z,-16.237,1.0,1.0,True,S1B_IW_SLC__1SDV_20180606T161440_20180606T161507_011255_014A7F_B0DC,30.0
nasa_planetscope_20180607_082852_1012:after:01,nasa_planetscope_20180607_082852_1012,NASA_PlanetScope,20180607_082852_1012,NASA Marine Debris,2018-06-07,2018-06-07T08:28:52Z,filename_exact,after,1,S1A_IW_SLC__1SDV_20180607T160715_20180607T160742_022253_02686F_1B45.SAFE,2018-06-07T16:07:15Z,7.64,1.0,1.0,True,S1A_IW_SLC__1SDV_20180607T160715_20180607T160742_022253_02686F_1B45,30.0
nasa_planetscope_20180919_155029_1044:before:01,nasa_planetscope_20180919_155029_1044,NASA_PlanetScope,20180919_155029_1044,NASA Marine Debris,2018-09-19,2018-09-19T15:50:29Z,filename_exact,before,1,S1A_IW_SLC__1SDV_20180918T113716_20180918T113745_023752_02971C_2F2E.SAFE,2018-09-18T11:37:16Z,-28.22,1.0,1.0,True,S1A_IW_SLC__1SDV_20180918T113716_20180918T113745_023752_02971C_2F2E,30.0
nasa_planetscope_20180919_160750_1020:before:01,nasa_planetscope_20180919_160750_1020,NASA_PlanetScope,20180919_160750_1020,NASA Marine Debris,2018-09-19,2018-09-19T16:07:50Z,filename_exact,before,1,S1A_IW_SLC__1SDV_20180919T000625_20180919T000652_023760_029754_F408.SAFE,2018-09-19T00:06:25Z,-16.024,0.878793,0.878793,False,S1A_IW_SLC__1SDV_20180919T000625_20180919T000652_023760_029754_F408,30.0
nasa_planetscope_20181022_155353_100a:before:01,nasa_planetscope_20181022_155353_100a,NASA_PlanetScope,20181022_155353_100a,NASA Marine Debris,2018-10-22,2018-10-22T15:53:53Z,filename_exact,before,1,S1A_IW_SLC__1SDV_20181019T235759_20181019T235826_024212_02A61B_13F2.SAFE,2018-10-19T23:57:59Z,-63.932,0.655766,1.0,True,S1A_IW_SLC__1SDV_20181019T235759_20181019T235826_024212_02A61B_13F2,30.0
nasa_planetscope_20181022_155353_100a:before:02,nasa_planetscope_20181022_155353_100a,NASA_PlanetScope,20181022_155353_100a,NASA Marine Debris,2018-10-22,2018-10-22T15:53:53Z,filename_exact,before,2,S1A_IW_SLC__1SDV_20181019T235824_20181019T235851_024212_02A61B_5E38.SAFE,2018-10-19T23:58:24Z,-63.925,0.605765,1.0,True,S1A_IW_SLC__1SDV_20181019T235824_20181019T235851_024212_02A61B_5E38,30.0
nasa_planetscope_20181022_155353_100a:after:01,nasa_planetscope_20181022_155353_100a,NASA_PlanetScope,20181022_155353_100a,NASA Marine Debris,2018-10-22,2018-10-22T15:53:53Z,filename_exact,after,1,S1A_IW_SLC__1SDV_20181024T113716_20181024T113746_024277_02A836_7D74.SAFE,2018-10-24T11:37:16Z,43.723,0.438518,0.597313,False,S1A_IW_SLC__1SDV_20181024T113716_20181024T113746_024277_02A836_7D74,30.0
nasa_planetscope_20181022_155353_100a:after:02,nasa_planetscope_20181022_155353_100a,NASA_PlanetScope,20181022_155353_100a,NASA Marine Debris,2018-10-22,2018-10-22T15:53:53Z,filename_exact,after,2,S1A_IW_SLC__1SDV_20181024T113744_20181024T113812_024277_02A836_EC6E.SAFE,2018-10-24T11:37:44Z,43.731,0.326129,0.597313,False,S1A_IW_SLC__1SDV_20181024T113744_20181024T113812_024277_02A836_EC6E,30.0
nasa_planetscope_20181022_155659_101e:before:01,nasa_planetscope_20181022_155659_101e,NASA_PlanetScope,20181022_155659_101e,NASA Marine Debris,2018-10-22,2018-10-22T15:56:59Z,filename_exact,before,1,S1A_IW_SLC__1SDV_20181019T235759_20181019T235826_024212_02A61B_13F2.SAFE,2018-10-19T23:57:59Z,-63.983,0.262679,0.387946,False,S1A_IW_SLC__1SDV_20181019T235759_20181019T235826_024212_02A61B_13F2,30.0
nasa_planetscope_20181022_155659_101e:before:02,nasa_planetscope_20181022_155659_101e,NASA_PlanetScope,20181022_155659_101e,NASA Marine Debris,2018-10-22,2018-10-22T15:56:59Z,filename_exact,before,2,S1A_IW_SLC__1SDV_20181019T235824_20181019T235851_024212_02A61B_5E38.SAFE,2018-10-19T23:58:24Z,-63.976,0.242173,0.387946,False,S1A_IW_SLC__1SDV_20181019T235824_20181019T235851_024212_02A61B_5E38,30.0
nasa_planetscope_20181022_155659_101e:after:01,nasa_planetscope_20181022_155659_101e,NASA_PlanetScope,20181022_155659_101e,NASA Marine Debris,2018-10-22,2018-10-22T15:56:59Z,filename_exact,after,1,S1A_IW_SLC__1SDV_20181025T000626_20181025T000653_024285_02A86D_2AFA.SAFE,2018-10-25T00:06:26Z,56.157,1.0,1.0,True,S1A_IW_SLC__1SDV_20181025T000626_20181025T000653_024285_02A86D_2AFA,30.0
nasa_planetscope_20181023_155746_0f34:after:01,nasa_planetscope_20181023_155746_0f34,NASA_PlanetScope,20181023_155746_0f34,NASA Marine Debris,2018-10-23,2018-10-23T15:57:46Z,filename_exact,after,1,S1A_IW_SLC__1SDV_20181025T000626_20181025T000653_024285_02A86D_2AFA.SAFE,2018-10-25T00:06:26Z,32.144,0.981881,0.981881,False,S1A_IW_SLC__1SDV_20181025T000626_20181025T000653_024285_02A86D_2AFA,30.0
nasa_planetscope_20181023_155747_0f34:after:01,nasa_planetscope_20181023_155747_0f34,NASA_PlanetScope,20181023_155747_0f34,NASA Marine Debris,2018-10-23,2018-10-23T15:57:47Z,filename_exact,after,1,S1A_IW_SLC__1SDV_20181025T000626_20181025T000653_024285_02A86D_2AFA.SAFE,2018-10-25T00:06:26Z,32.144,1.0,1.0,True,S1A_IW_SLC__1SDV_20181025T000626_20181025T000653_024285_02A86D_2AFA,30.0
nasa_planetscope_20181024_160201_0f3b:before:01,nasa_planetscope_20181024_160201_0f3b,NASA_PlanetScope,20181024_160201_0f3b,NASA Marine Debris,2018-10-24,2018-10-24T16:02:01Z,filename_exact,before,1,S1A_IW_SLC__1SDV_20181024T113716_20181024T113746_024277_02A836_7D74.SAFE,2018-10-24T11:37:16Z,-4.412,0.375136,0.49165,False,S1A_IW_SLC__1SDV_20181024T113716_20181024T113746_024277_02A836_7D74,30.0
nasa_planetscope_20181024_160201_0f3b:before:02,nasa_planetscope_20181024_160201_0f3b,NASA_PlanetScope,20181024_160201_0f3b,NASA Marine Debris,2018-10-24,2018-10-24T16:02:01Z,filename_exact,before,2,S1A_IW_SLC__1SDV_20181024T113744_20181024T113812_024277_02A836_EC6E.SAFE,2018-10-24T11:37:44Z,-4.405,0.266288,0.49165,False,S1A_IW_SLC__1SDV_20181024T113744_20181024T113812_024277_02A836_EC6E,30.0
